scenario,architecture,nominal_reviewers,effective_reviewers,mean_reviewer_utilization,p95_reviewer_utilization,mean_p95_review_wait_minutes,p95_review_wait_minutes,mean_reviews_completed_after_day,capacity_guardrails_passed,current_nominal_reviewers,recommended_nominal_reviewers,is_recommended,capacity_status
prompt_attack_wave,tiered_hybrid,10,10,0.18718125,0.19575661458333332,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,11,11,0.17016477272727273,0.17796055871212121,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,tiered_hybrid,12,12,0.155984375,0.16313051215277777,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,1,1,1.8718125,1.9575661458333333,398.59125833333337,439.3152749999998,68.16666666666667,False,2,3,False,ready
prompt_attack_wave,governed_hybrid,2,2,0.93590625,0.9787830729166667,29.35064166666667,49.02584999999996,8.666666666666666,False,2,3,False,ready
prompt_attack_wave,governed_hybrid,3,3,0.6239375,0.6525220486111111,5.319158333333341,7.198025000000013,4.333333333333333,True,2,3,True,ready
prompt_attack_wave,governed_hybrid,4,4,0.467953125,0.48939153645833333,1.5314666666666585,2.2319749999999825,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,5,5,0.3743625,0.39151322916666664,0.0688499999999993,0.2666249999999998,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,6,6,0.31196875,0.32626102430555554,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,7,7,0.2674017857142857,0.2796523065476191,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,8,8,0.2339765625,0.24469576822916667,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,9,9,0.20797916666666671,0.21750734953703704,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,10,10,0.18718125,0.19575661458333332,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,11,11,0.17016477272727273,0.17796055871212121,0.0,0.0,4.0,True,2,3,False,ready
prompt_attack_wave,governed_hybrid,12,12,0.155984375,0.16313051215277777,0.0,0.0,4.0,True,2,3,False,ready
model_migration,solo_generalist,1,1,1.3398965277777777,1.4314828124999996,175.54555833333328,202.0143749999998,25.5,False,1,3,False,ready
model_migration,solo_generalist,2,2,0.6699482638888888,0.7157414062499998,11.238674999999967,16.213862499999955,3.1666666666666665,False,1,3,False,ready
model_migration,solo_generalist,3,3,0.4466321759259259,0.4771609374999999,2.6624916666666665,4.3435499999999845,3.1666666666666665,True,1,3,True,ready
model_migration,solo_generalist,4,4,0.3349741319444444,0.3578707031249999,0.08471666666666329,0.3369749999999867,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,5,5,0.26797930555555555,0.2862965624999999,0.0,0.0,3.1666666666666665,True,1,3,False,ready
