seed,architecture,scenario,arrivals,safe_completions,safe_completion_rate,sla_attainment_rate,critical_bypass_rate,unsafe_proposal_rate,unsafe_proposal_interception_rate,harmful_execution_rate,normal_overblock_rate,automation_rate,review_rate,p50_cycle_minutes,p95_cycle_minutes,p95_queue_wait_minutes,agent_utilization,reviewer_utilization,direct_cost_units,cost_per_safe_completion
20260830,solo_generalist,normal_day,153,87,0.5686274509803921,0.32679738562091504,0.3584905660377358,0.32679738562091504,0.0,0.32679738562091504,0.0,0.43790849673202614,0.5620915032679739,19.05,176.5958,165.5682,0.43121601828662104,1.3488089494358178,60.974599999999995,0.7008574712643678
20260830,specialist_mesh,normal_day,153,105,0.6862745098039216,0.3660130718954248,0.24528301886792453,0.24836601307189543,0.07894736842105263,0.22875816993464052,0.04040404040404041,0.43790849673202614,0.5620915032679739,20.064,177.61040000000003,165.6294,0.40426501714370733,1.3488089494358178,65.5646,0.6244247619047619
20260830,manager_mesh,normal_day,153,118,0.7712418300653595,0.7058823529411765,0.04716981132075472,0.10457516339869281,0.625,0.0392156862745098,0.030303030303030304,0.2222222222222222,0.7777777777777778,14.015,29.224600000000002,16.9372,0.48267254187401776,0.8361301896779747,85.6347,0.7257177966101694
20260830,tiered_hybrid,normal_day,153,115,0.7516339869281046,0.7320261437908496,0.04716981132075472,0.09803921568627451,0.6,0.0392156862745098,0.09090909090909091,0.2222222222222222,0.7777777777777778,11.553,23.4142,11.931000000000003,0.2862747489735554,0.7718124827796686,74.57509999999999,0.6484791304347826
20260830,governed_hybrid,normal_day,153,105,0.6862745098039216,0.673202614379085,0.0,0.0915032679738562,1.0,0.0,0.13131313131313133,0.2222222222222222,0.7777777777777778,11.833,23.681800000000003,11.999200000000004,0.306247405878687,0.7718124827796686,76.1051,0.7248104761904761
20260831,solo_generalist,normal_day,138,70,0.5072463768115942,0.3115942028985507,0.4842105263157895,0.43478260869565216,0.0,0.43478260869565216,0.0,0.391304347826087,0.6086956521739131,23.739,153.3261,139.44445000000002,0.39504878355339645,1.292466286961266,57.9105,0.8272928571428572
20260831,specialist_mesh,normal_day,138,93,0.6739130434782609,0.37681159420289856,0.2631578947368421,0.2826086956521739,0.02564102564102564,0.2753623188405797,0.04395604395604396,0.391304347826087,0.6086956521739131,24.601,154.05025,138.9897,0.37035823458130934,1.292466286961266,62.05050000000001,0.6672096774193549
20260831,manager_mesh,normal_day,138,107,0.7753623188405797,0.7608695652173914,0.042105263157894736,0.09420289855072464,0.5384615384615384,0.043478260869565216,0.06593406593406594,0.21014492753623187,0.7898550724637681,13.549,22.4555,10.234500000000006,0.43252227964285556,0.7671795514089081,78.2387,0.7312028037383177
20260831,tiered_hybrid,normal_day,138,109,0.7898550724637681,0.782608695652174,0.021052631578947368,0.06521739130434782,0.6666666666666666,0.021739130434782608,0.08791208791208792,0.21014492753623187,0.7898550724637681,10.955,18.749450000000003,8.209900000000005,0.2565304555123144,0.7081657397620689,68.18710000000002,0.6255697247706423
20260831,governed_hybrid,normal_day,138,98,0.7101449275362319,0.7028985507246377,0.0,0.06521739130434782,1.0,0.0,0.12087912087912088,0.21014492753623187,0.7898550724637681,11.265,19.117050000000003,8.258900000000004,0.2744279291527084,0.7081657397620689,69.5671,0.7098683673469387
20260901,solo_generalist,normal_day,160,94,0.5875,0.28125,0.41284403669724773,0.3375,0.0,0.3375,0.017543859649122806,0.41875,0.58125,51.4815,196.62624999999989,186.48374999999993,0.4593419932836328,1.4493320978778803,65.2544,0.6941957446808511
20260901,specialist_mesh,normal_day,160,107,0.66875,0.3125,0.29357798165137616,0.25625,0.04878048780487805,0.24375,0.043859649122807015,0.41875,0.58125,52.224000000000004,197.36824999999988,186.07489999999993,0.43063311870340576,1.4493320978778803,70.0544,0.6547140186915889
20260901,manager_mesh,normal_day,160,122,0.7625,0.68125,0.10091743119266056,0.1375,0.45454545454545453,0.075,0.043859649122807015,0.24375,0.75625,14.896999999999998,33.02914999999999,20.3556,0.4967121759150757,0.8816202398777321,90.10929999999999,0.7386008196721311
20260901,tiered_hybrid,normal_day,160,123,0.76875,0.74375,0.05504587155963303,0.13125,0.7142857142857143,0.0375,0.043859649122807015,0.24375,0.75625,11.681000000000001,25.99979999999999,15.71219999999999,0.29460170433583793,0.8138032983486766,78.5,0.6382113821138211
20260901,governed_hybrid,normal_day,160,109,0.68125,0.65,0.0,0.1125,1.0,0.0,0.11403508771929824,0.24375,0.75625,11.9985,26.32744999999999,15.73774999999999,0.31515531161508265,0.8138032983486766,80.1,0.7348623853211008
20260902,solo_generalist,normal_day,157,90,0.5732484076433121,0.34394904458598724,0.411214953271028,0.3503184713375796,0.0,0.3503184713375796,0.02040816326530612,0.4713375796178344,0.5286624203821656,11.768,183.00599999999994,169.63259999999994,0.443012691195225,1.2777246991573505,58.48440000000001,0.6498266666666668
